Comment,Rating,Date
"What a spectacular place and impeccable attention, I'm sorry I don't remember the gentleman's name who attended us... Blessings!!!!",5.0,"Jun 13, 2021"
"Went with a group of 6 on a Sunday brunch. Made a reservation but still had to wait about 10 min.The servants were very nice and attentive. Nice atmosphere for both adults and family. Sat right next to the salad bar which included salad, cheese, cured meats, cured salmon, fruits, pasta, pound cake, and yogurt.The meats were OK, beef was better than pork. Pork was well done thus too dry and tough.Overall, enjoyed the experience. It's worth the price you pay.",4.0,"Jan 3, 2019"
Why wouldn't you come here.... It is a dream... unlimited meats and salad bar for 65?I ate my heart out and it was more than I expected.The salad bar is out of this world.It is really well prepared The meat varieties are amazing.Each meat is seasoned perfectly I'm just upset I didn't take more pictures of the meat because I was just so busy stuffing my face.Literally there was not a second when I had to wait for more meat.They keep coming around before you run out.Everything was just amazing.Can't wait to go back!,5.0,"Jan 15, 2020"
"Great service as usual! Took my bf here for his birthday. The salad bar was open, a waiter/waitress serves you the food you want (covid) . Only thing is we had late reservations so was kind of rushed when they closed. Food was fresh and the drinks strong  (we had margaritas)  Our waiter was perfect. Definitely coming again!",4.0,"Oct 24, 2020"
"My first time here & it was a great experience!! As soon as we walked in I felt comfortable with the hostess till the waiter... as soon as we ordered, the food came so fast ... it was non stop lol but every waiter was nice and courteous !! They all had on a mask which is a big plus for me... I will definitely be coming back !!!",5.0,"Nov 7, 2020"
"Fogo de Chao is my go to place despite the fact that I work in midtown Manhattan and am surrounded by my pick of the litter of restaurants!  The food is amazing and NEVER disappoints.  The ambiance is spectacular and brings people in droves.  The staff is bar none THE best, THE most courteous, THE most friendliest .... I can go on and on!  Hugo the bartender is the man to go to for your drinks!  I adore him and love him even more after he fixes my favorites just the way I like them and you will too!  Make some time to enjoy the Fogo experience, you won't regret it!",5.0,"Apr 14, 2022"
"I've been to this steakhouse 3 times for churrasco and I've enjoyed it immensely every time. I'm not able to eat a lot but I still find it worth the price. I love that there's a huge spread of salad, veggies, pickles, and sides to go along with the meat. I've also discovered that I am in love with the VIK Eulila red blend, only sold in Fogo de Chao  It's delicious and I rue the fact that it's exclusive there.I'd recommend the top sirloin in terms of meat, endives from the buffet, and Eulila to pair",5.0,"Jun 27, 2019"
The hard truth: restaurant staff was excellent and super helpful made the experience worth it. The highlights of this adventure was the the bacon from the buffet the bacon made me say wow the potato salad was good. The Meats the servers was bringing out was ok the house meat was exceptional a+ the perfect amount of salt the other skewers was a it on the salty so if you have high blood pressure this is not the place for you. The Tomahawk steak was 32 Oz steak but it was not a 32 Oz steak it was like a 18-20oz at most steak was how I wanted it medium rare not salty nice and soft the chimicuri sauce was great... the bottom line it is a good experience and I recommend you try it gave 4 stars because of the the Tomahawk steak size it it was actually a bigger size like stated on the menu. I will go back and try other things and update the star ratings when I try the rest of the menu,4.0,"Apr 3, 2021"
"I have been to couple of Fogo de Chao's in the past few years. I always come here because I like the variety they serve. And of-course I cannot afford expensive $$$ steakhouses.This is a pretty affordable steakhouse and the quality and variety you get for this price is pretty excellent.The only concern I felt during the pandemic late in the evening the indoor seating got crowded which kind of scared me bit. They do have taken measures like checking temperatures, asking us to put down our contact information incase they need to track the spread and have hand sanitizers. But I feel that the seating could have been more efficient.In all, the food was excellent as always. I was bummed that they did not have happy hour for indoor seating, just for the outdoor seaters.",4.0,"Oct 15, 2020"
"This is a place to go in a special occasion as you are  prompt to over eat and is pricey.Basically an all you can eat in amazing different kinds of meet: best cuts ever!If you wonder why I didnt provide a 5 stars? Is because Chicago location offers better salad bar/side bar so I was kind of dissatisfied with NY sides.Totally worth it!Will go again, but will also give a chance to another location. I do recommend to reserve your spot ahead.",4.0,"Jul 14, 2019"
Service and food was amazing. They are coming with tons of steaks every single minute. So fast service and we stayed there 3 hours. Nobody said anything to us even we didn't order something after our first hour.,5.0,"Oct 14, 2020"
"Very nice experience. The decor and ambiance was amazing. All of the waiters were very helpful and friendly, except when my friend had to ask 2 different waiters for a drink she ordered 20 minutes prior. The food was great. The salad bar had a nice variety and the meat options were great. The chicken was a little dry but the steak was perfect. The mashed potatoes were good and the plantains were very sweet. We also had dessert; tres leches cake and molten cake were perfect options. They provide a lot of food so come with an empty stomach.",4.0,"Jun 21, 2019"
"We had a party of 13 on Sunday night .  I think our server was a little overwhelmed.  So to save the day here comes Alciohe Yarin (not sure if I'm spelling it correctly)   What could have turned out to be a horrible experience, turned out to be absolutely fabulous!!!!  Thank you so much for your kindness as we were celebrating a newly married couple & a birthday.",5.0,"Sep 13, 2022"
"We were really hungry so we decided to try the adventure, The seasoning of some of the cuts (specially the Top sirloin were not that good but some other like the Garlic picania balance the experience. Great place other than I had an splinter in my finger from the chair(the most unusual things happen to me) but service is amazing and they take care of youExpensive for the offering but in general terms good place!",4.0,"Mar 11, 2022"
"We loved the service and the food. Definitely ask for Travis, he was such a wonderful host and made the experience incredible.",5.0,"Jul 30, 2022"
"If you know how Brazilian Brasseries are, this is a good one.Fancy decoration, fast service, it is good for groups or moments where privacy isn't needed - it is quite noisy.The choice of salads and sushi is decent - regular sushi, don't have high expectations. My suggestion is to not eat too much of these buffet part, as the different meats that come later (""all you can eat"" basically) is the best part: chicken, pork, beef, lamb - several cuts offered, it is just personal taste which one you prefer. Tasty and in some of the meats you can choose if medium-rare or medium when they come to your table.You have to pay extra for dessert, but they are all quite good! Very sweet the ones we tried, but worth it!Restrooms are clean.4* as the price is quite high, but for the location and food quality, I'd recommend if you like meat and you are ready to eat BIG portions.",4.0,"Sep 16, 2018"
"Absolutely recommend to everyone. My first experience was amazing. Service & food is exceptional. William, our server went above and beyond and I will be back probably tomorrow because it's so fricking delicious, I miss it already  The bread, the plantains, the drinks, and the quality meats.. you cannot go wrong. YUM",5.0,"Nov 30, 2021"
Was just there for brunch and had a fantastic time. There are a lot of options at the buffet - definitely get the black beans and the soup (which was carrot ginger at our visit). The garlic steak and ribeye were amazing and I couldn't stop eating the polenta fries at the table. The rose wine was $6 a glass.,4.0,"Aug 3, 2021"
"Great service, awesome space. Ribeye was good.",3.0,"Nov 24, 2014"
"very disappointed.  I went to the new Paramus location for happy hour today. When I arrived at around 6 PM, I was one of four people at the bar. There were at least four bartenders. they were standing around talking to each other, and it took about five minutes for one of them to greet me despite the fact that they kept passing me, and I kept trying to get their attention. Lavender was by far the friendliest bartender, and she makes a mean drink! If I could have her take care of me, every time I went, and I would definitely return! She was the highlight of my evening, because the other bartenders completely ignored me. I ordered some food and it took quite a while for it to get to me even though the restaurant was fairly empty. I went to the ladies room. Again it was not late, perhaps 7 PM. One sink faucet did not work. another soap was empty. There was no paper towels, and the toilet paper needed to be replaced. I had to tell the manager. Where are the people that are supposed to be monitoring these things?  eventually, I wanted to leave and it took me several minutes to get the bartender's attention. Lavender was on the other side of the bar so I cannot fault her. The bartender finally brought me my check and I immediately put my credit card down, and again had to wait for her attention, and she completely ignored me.  There is the difference between giving people time to enjoy themselves and completely ignoring them. I'm very disappointed in the service.",3.0,"Mar 17, 2023"
"Emily, we apologize for any disappointment you felt during your experience. We have high expectations for our team and hope to make this right for you. Kindly send an email to feedback@fogo.com with your phone number and availability. Thank you. ",5.0,"Feb 19, 2022"
"Cool ambiance and great food, the drinks are great and the food is worth the price! Definitely a must try they are national so I am not sure if it's fits ""New York"" but I'd still recommend.",5.0,"Jul 27, 2018"
"The food here was good but the service was terrible. We were sat about 5 feet away from the bathroom and we had multiple waiters ask if we had been helped for the first 20 minutes. Again the food tasted great but I would not return or ever recommend this place to a friend. We were oversold the Churasco experience and when we asked for more food they told us the kitchen had closed without warning. They're simply just not accommodating, especially for the price. They have quality cuts but they do a terrible job at making their patrons be a part of the experience.",3.0,"Jan 1, 2022"
"Providing accommodating service is important, Molly, and we appreciate you sharing your experience and concerns with us.  We value your feedback and would be grateful for a chance to make this right, so we hope you'll consider sending your contact information and availability in an email to feedback@fogo.com. Thank you. ",1.0,"Feb 15, 2022"
WHAT a disappointment. I went here on Saturday it was understaff and disorganized. Had great and high expectations they were notMet at all. Drinks where juice 90%   We chosed the churrasco experience it was slow and kept getting the same meats all over and over and they took soo long to come around with the meats . Very disappointed I couldn't wait to leave,5.0,"Aug 18, 2020"
"Melody, we're saddened to read of your disappointments. Our team would be grateful for another chance to provide you with a five-star experience, and we ask that you kindly send an email with your phone number and availability to feedback@fogo.com. Thank you. ",5.0,"Feb 13, 2021"
The food was amazing my experience was amazing the steak was so good I started with a shrimp appetizer and and a passion fruit drink a amazing the service was on point definitely will be coming back,5.0,"Aug 13, 2020"
"By far the best place we have visited during this pandemic. Food was delicious and service was exceptional. Hostess, Lorena was beyond courteous and extremely helpful when recommending dishes and drinks. Place is reasonably priced. Will definitely be visiting again.Satisfied client.",4.0,"Aug 10, 2018"
The amount of food is down right impressive.  I think i am pregnant.  There is still a massive amount of food on my plate.    The prices are not to bad either.   Glad i went here.,5.0,"Jun 6, 2018"
"Fogo was great. All the meats were delicious - the picanha was incredible.Stepping inside, I was shocked by the churrascaria's size. It's one of the biggest restaurants I've ever been to - tons of people. Yet, the ambiance is very nice, it does not feel crowded, and there are plenty of servers who take care of you. The buffet was decent. Pretty basic foods. I liked their assortment of cheeses. Plus, the nonstop banana appetizers were great, and the butter bread . The real worth, however, is in the meat. The bottom and top sirloins were amazing, and the picanha was sliced so think it melted in our mouths. The bottom sirloin was well done, the top, very much rare. Everything else was simply alright, so we kept waited for those 3 cuts.The dessert and cocktails were good, but nothing special.",5.0,"Aug 16, 2022"
"All the meats you could possibly want. You don't get the full experience until you do the meat carving option ($40 for lunch, $65 for dinner) where the waiters bring on endless options for you to choose from. There will definitely be more meat on your plate than you can eat. I'd recommend trying small pieces of each one until you find the ones you like. Also order the Guarana soda. Just do it.",5.0,"Jan 28, 2022"
Very good food. The price you pay is worth it. The quality is top notch. Very good experience,1.0,"Aug 6, 2021"
Hugo and Andrea were amazing at the bar. Definitely recommend coming if you want a good drink.,5.0,"Jan 25, 2022"
"First of amazing service, very friendly servers. Especially Andrea. Out of all the Fogo's I've been to, this is the best in terms of quality. Definitely a must fo go to.",5.0,"Jul 21, 2022"
"If you feel the need to wine and dine with kings and queens, you've found the right place.You will be tempted to go for the full experience, any mere mortal would. After a couple visits, you'll probably stick to their alternative options which are less filling, and less-skewery.Word the wise: Make sure to start with some greens at the salad bar first, than work your way through chicken, pork and beef... in that order. Your body will thank me later",4.0,"Sep 28, 2018"
"Fogo de Chao was truthfully amazing . I came to celebrate father's day with my family . We all got the Full Churrasco Experience . First of all I'd like to mention that the waiters bring out the different variety of meats so often , we LOVEED it . My favorite was the chicken and the beef ribeye. All the meats seasoned so well. One of my biggest fears was not being served meats frequently. The salad bar had such an amazing array of options from fruits , vegetables, salads . The white rice and beans were soooo good omg , and the warm pão de queijo ( cheese bread ) was SOO GOOD . All in all I have zero complaints. Father's day caused the restaurant to have so many reservations yet we still received optimal treatment . All the drinks we ordered was amazing as well .  I cannot complain about anything . My family and I enjoyed my father on father's day thanks to this restaurant !",5.0,"Jun 25, 2021"
Best Brazilian Experience!Todos visitantes brasileiros precisam conhecer e ter essa experiencia!!,5.0,"Jan 19, 2022"
"My husband and I had dinner here a week after having tried the other popular Brazilian steakhouse in the area, Churrascaria Plataforma. While both have their upsides and downsides, I enjoyed Fogo de Chao more overall.Meat selection seemed to be better, and the salad bar was by far better with a selection of cheeses and fresh fruit. My favorite cuts were the ribeye, filet mignon (bacon wrapped and normal), and the top sirloin. Instead of the usual fried bananas, they caramelize their bananas here too, and they are delicious! The PDQ bread here is more airy than what you would usually get, but when at Brazilian restaurant you shouldn't be filling up on bread or sides anyway. The PDQ, by the way, is gluten free - my husband has celiacs sprue and had no issues.Our waiter was very friendly, and even asked if there were select cuts we were waiting for. The dining area is very spacious, beautiful, and modern. Definitely a great place for a date night.",4.0,"Apr 21, 2018"
"Went there with a group of friends.  We had a reservation,  We arrived and we were seated very quick.  The first waiter came over was very nice and friendly, but then he disappear.  Another waiter came along and asked us what we want to drinks.  We asked for a wine menu, he was happy to bring us the menu, and he recommend us some EXPENSIVE wine, which we didn't order.  We ordered the one we wanted, and he wasn't happy about it.  He said we need at least two bottles of it, we told him we will start off one bottle first.  Again, his attitude start to change.  Service wasn't great at all..  As for the meat selection, there's wasn't much selection at all, most of the came repeating itself.  Finally we ask them if they have Ribs and beef ribs, then they one of the guys said he will ring it out.  When he bought it couple, it was only a couple of pork ribs.  Then I asked again for beef ribs, he finally bough it out with a small proton it it, and it was way over cooked and very dried.  This place used to be really good..  Now the food selection and the service is not as good as it used to be.  To me, it doesn't worth over $70 per person for all you can eat meat since it's not much selection of the meat.",1.0,"Aug 14, 2021"
"This is disheartening to read, Kevin, as we always want our service and your cuts to be amazing. We'd like to discuss this experience offline, so please send us your phone number and availability at feedback@fogo.com. Thank you. ",1.0,"Apr 2, 2018"
"I do not want to give this place a low rating but I had a really terrible time here. It was expensive and the service was very slow. The meats came out very slowly and they were mostly repeats. It also took over 15 minutes to get the check and the check was sitting on the other table the entire time but the female waitress did not bother giving it to our table. We had to ask twice to get the check. I had the chicken wrapped with bacon, filet mignon, lamb, and sausage. They tasted okay. The salad bar was very limited compare to the other Brazilian Steakhouses I went to. The rice that they had was very hard too. I do not know why this place has such high ratings. I had the tomatoes, rice and beans, peppers, and fresh mozzarella. It was just so limited. Half way through the meal, the wait staff finally gave us the sides, manduras and polenta. The only highlights were the drinks and cheese bread. I also had drinks-Guava Do Sul- it has Belvedere Vodka, guava, lemon, La Marca Prosecco and the one with the cucumber in it was really good.I do not recommend this place as the service was slow and there are too many repeat meats -not enough variety. The food was very mediocre especially given the price. Afterwards I got really sick and my stomach was hurting. I have a very strong stomach and this almost never happens.",2.0,"Jun 22, 2021"
My family and I went here for Fathers Day and were very disappointed. We had to wait an hour for our 6:45 reservation because they overbooked. When I mentioned this to the host he blamed the wait on me for not accepting to dine outside. Dining outside means we would have had to go up and down the stairs every time we went to the Feijoada Bar. So naturally we had no choice but to wait. When we finally got seated the dining room was in complete chaos. We were offered a free round of drinks which I thought was a nice gesture. But then the bad service started. We decided to go with the Churrasco Experience but due to the overbooking we only experienced 5 meats. We literally had to flag the men down so we could get a slice of beef. When a restaurant sacrifices service just to get a few more bodies in the place it's time to move on. Note to management - Giving such bad service on a special day leaves a lasting impression.,5.0,"Oct 25, 2021"
"Came here for lunch yesterday evening, Will NOT be my last. Absolutely incredible experience! Can't wait toCome back eat even more",5.0,"Jan 9, 2022"
"Thank you for the Fogo love, Cynthia! We can't wait to have you back in - Cheers! ",4.0,"Oct 14, 2020"
"Prepare to spend some dollars in Fogo de Chao!! Bring your stimulus money for the check if it's more than two people. The one thing I didn't like about this place is the prices for things are not listed. They have a variety of different meats that they serve table side, which are very good and juice. The salad bar options were varied and accommodated vegetarian and vegan customers but wouldn't be worth the price if you are vegetarian or vegan. Still enoyiably though",3.0,"Jun 1, 2018"
"My first experience at a Brazilian all you can eat steakhouse and I would say it was just average.Most of the meats were salty and though the chicken was very tender & juicy it was flavorless. If I had to choose my favorite it would be the top sirloin & bacon wrapped steak. Both had a good amount of fat/juice but still salty towards the end. I really wanted to enjoy the filet mignon but it had a weird texture :( I think I drank so much water that I was more bloated from that than the actual food. Definitely pricey and not worth the $64. However, service was attentive and it wasn't too packed on a Thursday night.",4.0,"Aug 18, 2018"
"My previous review still applies, but this time around it didn't wow me as much. Still solid, but I feel I could get similar food for a lower price elsewhere.",5.0,"Feb 13, 2018"
"If you love meat and you've never experienced churrascaria/rodizio, do yourself a favor and go try one. All-you-can-eat meat brought right to your table? Yes please. I've been to a couple other churrascarias before but this was my first time at Fogo. I went with a group of friends for Restaurant Week and despite a more limited dinner menu,  I thought just about everything was great. I won't go through every type of meat I tried, but I tried them all and the majority were delicious and cooked to perfection. My favorite was probably the picanha or fraldinha, both cuts of sirloin. They both had a good lean:fat ratio for great juicyness and flavor. The lombo, or parmesan pork, was probably my least favorite. It wasn't terrible but I found it a little too salty. The meats are the star of the show of course but the sides are no slouch either. Hands down my favorite is the pao de quiejo (cheese bread). The mashed potatoes were very good as well, but I didn't eat much to save room for the meat. I found myself taking a little bite of sweet plantains when my mouth was overwhelmed by the different meats. Best part? All the sides or all-you-can-eat as well. The ""market table"" (read salad bar) is exceptional as well. They have all sorts of vegetables, cured meats, and cheeses for you to enjoy. I was torn when I saw all the delicious options because even a big guy such as myself can only eat so much. Dessert was on point as well. Between my friends and I, I got to try 3 kinds:  key lime pie, chocolate mousse, and cheesecake. Of the 3 the cheesecake was my favorite but all were solid ways to finish off a superb meal. If I had to complain about something I'd say the bathroom could be a bit larger considering how large the restaurant is. I'm not sure how many others there were, but the one I went into had one urinal and one stall leaving a queue of people outside waiting. It was very clean though.All in all Fogo de Chao is a wonderful experience.",4.0,"Jun 13, 2021"
"Really good food, but expensive. Make sure to bring a full appetite, otherwise it's not worth it in my opinion.",4.0,"Feb 6, 2018"
"I came here for dinner during restaurant week. ($42)I have heard a lot of great stuff about this place before. Traditional brazilian bbq, people walking around with the meat and cut it for you if they see you turned your sign to green. Salad bar is heaven like. All kinds of salad, cheese, fruits etc. Dessert menu for restaurant week only has 2 options cheese cake and chocolate cake. Only reason why im giving a 4 star instead of 5 is because of the waiting time. I made a reservation at 730pm and arrived at 7:20. We werent seated until 7:50. What is the whole purpose of making reservation? Overall I would come back for the food and dining environment.",5.0,"Jun 10, 2021"
"Came here June 5th for my brothers birthday celebration. We had a very large party of about 30 people. First let me say how absolutely beautiful this restaurant is. Such a wow factor that was beyond my expectations. We had a private room in the back of the restaurant which was perfect for the amount of people we had. Second I am sorry I didn't take more pictures of the food but as soon as it hit my plate I couldn't resist lol. There is a buffet of cold food (salads, cheeses, veggies, etc) and they bring sides to your table (bread [divine], mashed potatoes, maduros etc) and they have a non stop surplus of all the meat you can eat still sizzling as they come serve it to you. Omg so good! Steaks and chickens and lambs and ribs and bacon wrapped things being bought straight to you from the kitchen by their amazing staff. Definitely coming back and worth the price if you are a foodie so do yourself a favor and try it.",5.0,"Oct 28, 2021"
If you're a meat lover this is the place to be. It's my first time here and had a blast. Andrea is very warm and will definitely recommend it to my friends.,5.0,"Oct 28, 2021"
"All around fantastic!  I have been here many times and Fogo de Chao never fails to impress.  I am particularly grateful to Benjamin Maddy, the Sales Manager.  He goes above and beyond to make my dining experience exceptional every single time, from his consistently positive and accommodating attitude to his attention to detail.  The food and wine and atmosphere are also just perfect, I highly recommend Fogo de Chao, you will not be disappointed!",3.0,"Apr 14, 2022"
"That's my second time and not my last time either I went for my bf birthday and wanted to go for mine too thank you so much my Fogo family I love y'all so much you guys are the sweetest servers in New York, if someone wants to celebrate their birthday or special occasions right Fogo is it.",5.0,"Jul 22, 2022"
"I was going to try this restaurant and when I called to make the reservation, the lady who answered put me on hold for 30 minutes and then hanged up on me, and when I a called back she gave an attitude, very rude, maybe they are booming right now and they don't really need my business, that is no reason to treat customers like that.  I will never visit this restaurant, there's alway other good choices.",1.0,"Dec 9, 2021"
"We are sorry to hear about this, Jose, as our team strives to deliver nothing short of helpful and kind service. We hope to review your feedback and work towards a chance to serve you, so please send your phone number and availability to feedback@fogo.com. Thank you. ",5.0,"Oct 22, 2021"
"Andrea was amazing, kind, and the best service I've had. She made us feel so comfortable and even gave us some Portuguese lessons! It literally made my boyfriend's birthday night. I will be singing her praises when we leave and as soon as we come back. Thank you Andrea and the Fogo de Chão staff for a night to remember. Obrigada!",5.0,"Sep 20, 2021"
Fantastic service and food! Come hungry because they will literally stuff you to the rim with meat!! You'll definitely roll out of this place!! Drinks was delicious as well!! I had a few of the passion fruit caipirinha!! The décor was beautiful and ambiance was fantastic for groups for a nice fancy date.,5.0,"Sep 17, 2021"
The food and service was amazing. The staff never made you feel forgotten and everyone was so nice. The place is beautiful and the cocktails were delicious,5.0,"Jan 9, 2022"
Came here for dinner last night and I couldn't have had a better experience. Food and service was great.,5.0,"Nov 28, 2021"
"Thank you for the Fogo love, Caio! We look forward to having you back in. ",4.0,"Aug 22, 2021"
"Excellent service, food and interior design of the place. The manager and staff were always on point to make sure the table was always being helped and that everything was going good. Definitely recommend and will be back for sure!",4.0,"Mar 21, 2021"
i came here with my friends from work during restaurant week.. at the end of it.. i had a major case of the meat sweats.. so.. much... meat.... and all skewered on a sword... with waiters walking around showcasing their meat... tehehehe i'm a child.. i was half expecting salt bae to come out.. but alas no... they were cooked quite tender.. bc we were rest week customers.. we couldn't partake in some of the filet mignon and the more expensive cuts of meat.. which was sad... but if meats your thing.. i say go for it..,1.0,"Feb 27, 2022"
"Beautiful grand space great for dates!! The meats are seasoned well but beware! Their whipped potatoes and fried yuca are to diiiiiiie for. Best mashed potatoes I've ever had from a restaurant! These were complimentary to the table when we ordered the regular unlimited meats, I'm not sure if it's a scheme to get you full on the cheap stuff but I'm not going to look into it too much. When going to the salad bar the waiters will serve you what you want to put on your plate probably to reduce contact between so many people and open food. The arugula was a little watery and the meats took a little while to be served to us but other than that great food and great decor",4.0,"Aug 16, 2020"
"Wow... as a long time Fogo lover this was EMBARRASSING! I have personally been to multiple Fogo's around the country but this is by far the worst. To begin:  1. the amount of people they cramp into that basement of a restaurant I can assure you is a fire hazard. you can't walk anywhere without running into a another table and overall that many people close together is truly unappetizing. 2. the food...abysmal. Literally uneditable. if i am paying $75 dollars for meat...that meat should at least have some kind of flavor or skill put into cooking it. I could probably cook meat of that quality in my dorm room with a waffle maker. All the meat was dry and over cooked and the meat quality was just above a halal cart in times square. Also the buffet was so repulsive, the food was not well displayed and was extremely unappetizing. 3. The amount of selling on top of the $75 I was already paying was soooo tacky. If i wanted to pay more then I will look for those opportunities myself, don't send people to my table to sell me things. Literally salesman vibes that made me embarrassed that it was even happening. And the cost of these extras don't even equal the quality or quantity of the food. We paid $27 for 5 mini shrimp that looked like they were frozen and not remotely fresh.4. There were about 50 tables and 1 womens bathroom with two stalls... one of which was not working. I don't even need to elaborate on that. I had high hopes for this restaurant given its location in the city but man was it horrible. I will be contacting the corporate office about my experience because this is by far the worst Fogo de Chao I have ever been to and frankly the franchise should be embarrassed.",2.0,"Aug 22, 2019"
"My lovely friend made a reservation for us to eat here and of course that was a Yeassss !  This place gets packed fast, a true sign of how awesome the food is. It was my first time eating in this unlimited eat all you can serving restaurant, it was extremely fun and exciting. My friend makes me feel so happy when we go to new places because she knows more than me about all these places and she kindly enough tells me how things work (I love her !)...lolSo we sat and a circular color thing magingy is placed on the table, Red means stop feeding me, and turn it around the Green means feed me.  lolThe servers come to the tables with delicious meats on a stick and I was given meat to eat, about 5 or 6 different meats, over and over until I can't eat no more....lolol  that was really, really fun.  Is like speed dating but with meats, although I had only seen scenes of speed dating on TV, never done it, but that is what it looks like, speed eating with meats :) amazing !You know when they say New York have everything, this restaurant makes it so, this is an absolute restaurant that is a must do in NYC. It is pricey but sooo much worthy, one must do this at least once in a lifetime.The coffee gets 1 star, it has nothing special about it, and the coffee cup was too small, one of those tiny coffee cups and the coffee flavor was nothing but average. Everything else was excellent and over the top experience.",5.0,"Nov 28, 2017"
"I was here for restaurant week and I was actually really excited. I LOVEEEE steak so seeing there was a deal for this place on restaurant week, my friends and I jumped on the opportunity. The restaurant itself is gorgeous. Walking down the stairs to the dining area, I was blown away. We were seated quickly and within a few minutes, the meat was being brought out. The first one I got, I think it was the Picanha (?) was the absolute best one of the night. It was cooked to perfection, juicy, and so tender. However, after that, the quality of the meats somehow went downhill. They started to become extremely chewy, some way overcooked, and when we asked for a certain cut, we were told they were being sent our way but we waited way too long for it. Some people just completely ignored us too. The thin cut top sirloin was delicious as well, but again, he only came around once so I wasn't able to get another piece. I really wanted to like this place but I honestly can't justify the regular price. Even with restaurant week, it was about $60-70 per person with tip. Maybe it was because we ate later on in the night and the quality of the meats weren't the best, but I was disappointed to say the least. I would come back here and give it another shot eventually.",3.0,"Mar 5, 2018"
"We placed an order to go at 4:55pm, ready for 5:26pm pick up.  We drove from NJ and arrived there at 5:20pm. I was informed that my order was not received. The hostess said they can prepare it in 15 minutes. The manager asked if I made the order through food delivery apps, I said no, directly through your website. The manager gave complimentary dessert and fries for the inconvenience. I received my order at 6:05 pm.  Good food, poor online service.",2.0,"Sep 5, 2021"
"We apologize for delivering you such a to-go experience, Taryn. We'd love to work towards your satisfaction, so please email us your phone number and availability at feedback@fogo.com. Thank you. ",5.0,"Dec 15, 2017"
"This is the famous national chain of AYCE (All You Can Eat for the uninitiated) Brazilian steakhouses. Basically, it entails a bunch of dudes circling ""the space"" and cutting off amazing cuts of meat from a metal stick (bacon-wrapped chicken, sausages, top sirloin, filet mignon, you name it). You can have as much as you want. Is this 'really' how it's done in Brazil? I don't have a clue, but Ioved it. I entertained the place having only eaten a bagel all day, and I was salivating and ate so much food. Research shows your body can take in a ton of food for like 20 minutes before it starts to shut down, so start scarfing right away after your first bite. We had to stop after 45 minutes and barely being able to walk to the salad bar, which is frankly a complete waste of time. Are you really here for salami, lettuce, and cheese?! ""The space"" is really nicely, some might say extravagantly, decorated. You climb and down a big flight of stairs to get to the tables, and boy, after all you eat, YOU WILL NEED IT.",5.0,"Jan 28, 2016"
"Came here for restaurant week with a group of 4. Make sure you make reservations because the wait can be up to 2 hours for walk ins. The interior had an upscale feel to it. There were 3 floors. Top was the bar, second was bar and waiting area and the bottom was the dining area. Once we were seated, our waiter explained how the system works and told us we can get started at the salad bar right away. There were many options at the salad bar. Ranges from fruits, veggies, soup, cheeses, salads and various types of meats. I didn't want to get full off the salad bar and only had bits and pieces of some stuff. The apple fruit salad was delicious and refreshing. The brussel salad can be skipped. It was lacking in flavor and tasted like it had been out for too long. Along with our meal came the caramelized bananas, cheese bread, polenta and garlic mashed potatoes. The cheese bread was definitely a favorite of the table and tasted even better when it was hot. The waiters also kept refilling it throughout our meal!Now onto the good stuff: the meat. I think it's all based on luck with the cut of meat you get. I was not a fan of the parmesan coated pork loin. It was very salty and dry. But then my friends had a very juicy piece so it's really all luck based on which piece you get. The bacon wrapped chicken was very moist. Ribs were really good but a little on the salty side. The beef was amazing. This place is definitely a meat lovers galore. The house signature had to be my favorite! Next would be the prime part of the top sirloin. For restaurant week, you only get 3 choices for dessert. You can pick from the cheesecake, chocolate mousse cake and key lime pie. They were average. Nothing over the top. Could be because we were so stuffed from our meal. Overall I had a great experience and would probably come back if they participate in restaurant week during the Summer. The waiters were so polite and they do not rush you at all. You can take your time eating and when you're ready to go, you just have to let them know. They were very professional and friendly for a place that gets very busy. Also make sure you let your waiter know in advance you're there for the restaurant week menu! You wouldn't want to be charged the full price!",4.0,"Aug 8, 2021"
"I try to avoid chain restaurants for the most part, but decided to give it a try for Restaurant Week. The amount of food you get for the RW price is a tremendous value! I had enough steak and two sides for lunch and dinner! The flank is delicious and the chive mash potatoes too! Definitely a good deal at $21.",2.0,"May 7, 2021"
"The food was ok.... it was super busy on this particular day we went which was on a Sunday. The manager was called to escort us to our table but when he gets there he stops us and askes the hostess if she's sure we were ""next"" which i found was extremely rude of him to do. we got the ultimate experience and didn't receive none of the sides that came with it even after we finished eating. The guys who were going around with the diff meats barely came around and we asked them if they can come back around and they never came as well. Finally tho The manager not sure what her name was i spoke to her at the end and let her know what was going on and she ended up giving us two free desserts. Prob the best thing that happened lol other than that i don't think I'll come back",4.0,"Dec 6, 2019"
"Joanna, our team should always be delivering attentive service, as we want our guests to try all of the cuts we have to offer. We hope you allow us the chance to regain your support, so please consider sending us an email with your phone number and availability at feedback@fogo.com. Thank you. ",5.0,"May 31, 2021"
